,,30/06/2000,31/07/2000,31/08/2000,30/09/2000,31/10/2000,30/11/2000,31/12/2000,31/01/2001,28/02/2001,31/03/2001,30/04/2001,31/05/2001,30/06/2001,31/07/2001,31/08/2001,30/09/2001,31/10/2001,30/11/2001,31/12/2001,31/01/2002,28/02/2002,31/03/2002,30/04/2002,31/05/2002,30/06/2002,31/07/2002,31/08/2002,30/09/2002,31/10/2002,30/11/2002,31/12/2002,31/01/2003,28/02/2003,31/03/2003,30/04/2003,31/05/2003,30/06/2003,31/07/2003,31/08/2003,30/09/2003,31/10/2003,30/11/2003,31/12/2003,31/01/2004,29/02/2004,31/03/2004,30/04/2004,31/05/2004,30/06/2004,31/07/2004,31/08/2004,30/09/2004,31/10/2004,30/11/2004,31/12/2004,31/01/2005,28/02/2005,31/03/2005,30/04/2005,31/05/2005,30/06/2005,31/07/2005,31/08/2005,30/09/2005,31/10/2005,30/11/2005,31/12/2005,31/01/2006,28/02/2006,31/03/2006,30/04/2006,31/05/2006,30/06/2006,31/07/2006,31/08/2006,30/09/2006,31/10/2006,30/11/2006,31/12/2006,31/01/2007,28/02/2007,31/03/2007,30/04/2007,31/05/2007,30/06/2007,31/07/2007,31/08/2007,30/09/2007,31/10/2007,30/11/2007,31/12/2007,31/01/2008,29/02/2008,31/03/2008,30/04/2008,31/05/2008,30/06/2008,31/07/2008,31/08/2008,30/09/2008,31/10/2008,30/11/2008,31/12/2008,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022
Adsteam Marine Ltd,ADZ,9.09091,12.08333,-4.83271,-2.82258,1.65975,-6.93878,3.07018,3.82979,3.68852,-7.19024,9.04762,-4.75983,-12.42549,16.75393,4.1704,-6.82122,4.92823,6.65755,1.75289,4.20168,-1.20968,1.63265,-14.04959,-3.36539,-3.9801,6.21762,4.87805,-4.18605,4.54546,-14.97585,-2.84091,7.60234,-36.95652,-3.44828,21.42857,-4.41177,0,21.53846,-3.79747,7.23684,10.42945,-7.22222,-0.5988,1.80723,-10.05917,-1.9079,4.08163,-2.61438,-2.68456,6.89655,-3.22581,-1.2,14.38356,-1.79641,-3.04878,-3.14465,16.23377,1.89944,2.77778,7.56757,0.50251,3.5,-10.86957,-1.68022,-5.84958,13.60947,-3.125,0.80645,6.66667,9.45,-6.04651,-5.94059,6.84211,25.12315,0,-6.65354,0,0.85837,6.38298,-0.4,1.20482,2.77778,-1.9305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adtrans Group Ltd,ADG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77778,-13.51351,-15.625,3.7037,-10.71429,12,-7.14286,-3.84615,-12,-27.27273,0,-12.5,0,14.28571,-21.25,1.5873,-7.8125,-5.08475,-62.5,4.76191,-27.27273,0,-25.92667,12.5011,0,0,20,25,3.70369,42.85714,15,-13.04348,0,10,-9.09091,0,0,0,5,38.09524,37.93103,-20,9.375,14.28571,2.5,12.19512,19.56522,-9.09091,2,0,-1.96078,-10,20,-12.96296,-4.25532,2.22222,-2.17391,-2.22222,-9.09091,0,-12.5,-5.71429,-24.24242,0,64,-2.43902,-2.5,-23.07692,20,11.11111,-12.5,-14.28571,-26.66667,0,36.36364,-10,0,-13.56149,-17.3913,-31.57895,123.0769,-13.7931,-20,0,-5,-21.05263,0,-20,0,0,-41.66667,0,14.28571,-25,16.66667,-42.85714,75,14.28571,-37.5,-20,0,-25,33.33333,-25,0,0,-33.33333,0,200,-16.66667,-20,50,-16.66667,-20,25,-20,0,25,-20,0,0,25,20,-33.33333,100,37.5,0,0,-18.18182,-33.33333,16.66667,-14.28571,-16.66667,-20,25,0,-20,0,0,-25,12.5,-33.33333,0,50,-33.33333,-50,0,100,0,0,-25,33.33333,-25,33.33333,0,-50,50,133.3333,-14.28571,33.33333,50,0,0,-8.33333,-27.27273,25,0,-10,11.11111,0,0,-10,-11.11111,0,0,0,-12.5,-14.28571,0,16.66667,0,0,-42.85714,0,0,-50,-20
Advent Ltd,ADT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0526,-11.65049,-13.18681,26.58228,7,28.97196,-16.66667,29.56522,-2.01342,17.80822,11.04651,-2.6178,6.45161,7.07071,-2.35849,3.86473,5.11628,16.37168,19.77186,3.49206,-23.31288,-21.6,20.91837,18.14346,-6.07143,41.06464,28.84097,-3.34728,-1.2987,-4.82456,7.37327,-6.86695,-0.92166,-6.04651,15.84158,10.68376,-8.10811,28.9916,-9.44625,8.27338,-4.98339,-7.34266,-7.54717,2.85714,-15.07936,18.69159,-0.3937,-7.11463,-17.02128,5.12821,11.21951,-13.1579,22.22222
AHC Ltd,AHC,-30.18868,37.83784,1.96078,-3.84615,-2,2.04082,-2,-2.04082,-36.45833,-6.55738,0,5.26316,-6.66667,0,0,-7.14286,0,0,0,0,-3.84615,6,32.07547,0,0,31.42857,34.78261,-25.80645,-23.91304,42.85714,24,37.09678,0,70.58823,0,-20.68966,8.69565,-15.2,-4.71698,-0.9901,37.5,22.22222,6.06061,-8.57143,1.875,4.29448,0,2.94118,5.14286,0.54348,13.51351,0,3.57143,10.69767,-3.36135,10.86957,17.2549,0.33445,-6.33333,-11.03203,-6,-1.2766,7.75862,22,-0.81967,2.33333,4.23453,-1.875,-4.4586,0,-6.66667,5.35714,-3.38983,-1.75439,-5.35714,0.9434,5.66038,5.35714,13.55932,-0.89552,6.92771,-2.8169,0,-2.89855,7.46269,-1.38889,-1.12676,1.1396,2.39437,6.94445,-2.5974,0,-1.33333,-5.40541,-1.42857,0,-4.34783,0,0,-28.18182,0,2.10971,0,0,0,0,3.37553,-6.12245,2.17391,4.25532,-4.08163,-8.51064,13.95349,-8.16327,0,0,0,6.66667,-12.5,7.14286,-6.66667,-2.85714,0,-11.76471,11.11111,-5,5.26316,5.26316,-1,-4.0404,0,0,15.78947,0,-4.54546,0,4.76191,3.18182,-2.64317,-0.45249,0,0,0,0,0,-6.81818,0,0,0,-1.46342,4.9505,8.91089,-4.54546,0,0,0,0,0,0,0,0,0.95238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ Lucas Group Ltd,AJL,15.38461,21.21212,-2,-13.26531,13.23529,-4.76191,-12.22222,1.26582,0,-11.875,-5.67376,-18.79699,9.72222,-5.21739,-5.50459,-14.56311,2.27273,13.33333,-3.06122,-4.21053,4.39561,-4.73684,5.74713,1.08696,-11.82796,6.09756,0,11.49425,24.74227,1.65289,-8.72339,17.59259,-11.81102,2.23214,3.6036,22.6087,-0.70922,12.14286,-5.09554,35.57047,11.38614,-0.22222,-2.27273,3.72093,9.86547,-18.57143,-2.04082,-8.85417,-10.28571,0.63694,-3.16456,20.26144,-9.23913,0.8982,1.21951,13.25301,-4.78723,5.30726,-7.56757,-9.35673,-16.77419,-4.65116,-7.31707,0,-14.03509,5.61225,-17.8744,-2.35294,9.63856,-7.69231,25,-14.28571,-3.33333,-11.49425,7.79221,-3.61446,43.75,-7.82609,6.13208,1.33333,2.63158,-2.13675,31.87773,-1.3245,31.54362,26.02041,-13.56275,45.0237,19.28105,1.36986,20.27027,-17.52809,15.3951,-9.52381,17.10526,46.06742,-3.53846,-7.17703,7.30241,-8.54839,-27.68959,17.80488,-3.10559,-16.45299,-33.50384,10.76923,-8.83392,-8.52713,34.74576,13.52201,17.72853,17.52941,-11.94332,-1.37931,-3.2634,-21.92771,-7.40741,-6.66667,-6.07143,-10.26616,-5.50847,-7.17489,-5.55556,-1.27877,23.8342,-15.06276,19.21182,3.30579,-6.8,-22.3176,-6.07735,-20.58824,0,0,0,0,0,0,-23.7037,18.4466,0,-9.01639,-2.7027,1.85185,-4.09091,-5.21327,-31.5,8.0292,8.10811,-3.125,63.87097,37.79528,0,-29.71428,4.87805,8.52713,-3.57263,28.33333,-9.09091,-7.14286,-7.69231,-23.33333,19.56522,7.27273,-15.25424,-10.5,2.7933,-1.08696,2.1978,-17.74194,-7.18954,1.40845,0,18.75,-9.94152,-52.5974,5.47945,-38.96104,36.17021,56.25,-22,-23.07692,15,-4.34783,-10.60606,-5.08475,25,-2.85714,-14.70588,-20.67657,-9.09091,-5,-5.26316,13.88889,41.46341,37.93103,-13.75,27.53623,-4.54546,-1.19048,-37.3494,15.38461,-16.66667,14.86189,-20,4.54546,4.34783,-4.16667,10.86957,7.84314,50.90909,-14.00247,0,-7.14286,1.53846,3.0303,-2.94118,18.18182,-12.82051,8.82353,-8.10811,-14.70588,-27.58621,-23.80952,-18.75,-31.53846,46.06742,-26.92308,-15.78947,-1.25,77.21519,-25,4.76191,-29.55821,2.98508,4.34783,-6.94445,-47.76119,57.14286,-12.72727,-27.08333,-5.71429,-9.09091,0,26.66667,-10.52632,-20.58824,-7.40741,0,24,-6.45161,0,-10.34483,7.69231,21.42857,11.76471,2.63158,-17.94872,6.25,2.94118,8.57143,50,31.57895,-20,-10,53.7037,20.48193,10,-70.90909
Alesco Corp Ltd,ALS,-7.34824,5.17241,1.96721,-9.6463,-1.8797,-11.87739,-4.34783,8.18182,-3.36135,4.30435,1.34257,7.69231,-0.79365,23.6,2.36246,-10.38832,12.96296,0,4.91803,16.25,1.6129,-1.0582,-4.10959,3.71429,4.6832,5.26316,1.25,-1.79487,3.13316,-1.26582,7.4359,-6.20525,-0.76336,5.64103,7.25,3.7296,12.13483,7.41483,0.18657,-2.29446,5.67515,9.25926,0.16949,10.8291,3.81679,-3.67647,-0.46875,2.04082,1.53846,9.54546,4.84094,0.67568,7.38255,1.875,-0.6135,5.18519,1.52582,-4.14201,-9.1358,-4.8913,5.14286,4.21196,6.38853,0.88496,6.51629,13.52941,3.10881,-6.23116,9.75348,-3.1031,2.78926,-2.01005,-7.28205,0.66372,2.85714,3.8674,4.14894,7.2523,9.90476,4.67938,5.3394,0.40161,8,11.11111,-7.66667,2.88809,-1.40351,-5.18627,-14.17565,-10.23339,2.7,-8.47128,15,-7.42857,-12.2428,-8.0891,-11.9898,-5.21739,11.16208,-14.32706,-5.40541,-3.57143,-48.51852,-23.38129,-54.22535,105.1282,100,-18,6.40244,26.64756,-1.58371,5.60748,12.83186,-6.47059,-0.41929,-8.63158,2.30415,-31.35011,-1,-10.43771,-10.52632,9.66387,6.13027,-4.33213,-6.03774,-4.01606,12.13389,22.38806,-2.59146,0.62893,1.875,-5.52147,-11.36364,5.12821,-37.9791,-17.82477,3.67647,-11.34752,-7.6,9.95671,8.66142,18.88889,-12.77259,40.35714,-1.01781,5.39846,0.73171,2.34987,-1.02041,-0.7732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkane Resources Ltd,ALK,0,21.42857,-17.64706,0,3.57143,24.13793,22.22222,15.90909,-11.76471,-13.33333,38.46154,-1.85185,-3.77359,-21.56863,-20,21.875,-2.5641,31.57895,0,10,1.81818,29.99858,-9.33967,-7.57576,-3.27869,-18.64407,-6.25,-8.88889,2.43902,14.28571,52.08333,8.21918,-5.06329,-9.33333,11.76471,13.1579,10.46512,-5.26316,13.33333,-7.84314,-5.31915,-12.35955,-2.5641,-13.1579,3.0303,2.94118,-17.14286,-3.44828,-21.42857,-9.09091,0,-10,22.22222,-13.63636,15.78947,0,0,-9.09091,-7.5,-10.81081,-6.06061,-3.22581,6.66667,34.375,-16.27907,11.11111,5,28.57143,-11.11111,2.08333,2.04082,-30,-5.71429,6.06061,31.42857,-15.21739,24.44308,6.25,-5.88235,8.33333,-9.61539,2.12766,16.66667,28.57143,16.66667,-7.14286,-25.64103,3.44828,13.33333,-8.82353,4.83871,4.61539,51.47059,-30.09709,9.72222,6.32911,-2.38095,-21.95122,3.125,-9.09091,-43.33333,-14.70588,-6.89655,18.51852,34.375,16.27907,-4,37.5,-4.54546,-11.11111,26.78572,23.94366,-14.77273,6.66667,-12.5,-4.28571,-7.46269,0,14.51613,-16.90141,-20.33898,51.06383,26.76056,54.44444,11.51079,7.74194,19.76048,4.5,11.48325,63.51931,17.5853,-7.58929,3.86473,-7.2093,-3.50877,-40.77922,3.50877,-20.33898,-3.7234,4.41989,32.27513,18.25714,-7.84983,-22.22222,-24.76191,3.79747,20.73171,-3.0303,-11.45833,-17.64706,-2.85714,-2.20588,-7.5188,-5.69106,-5.17241,-25.45455,-25.60976,37.70492,-16.66667,14.28571,-2.5,-11.53846,-1.44928,26.47059,-6.97674,-17.5,-7.57576,-3.27869,-10.16949,1.88679,-18.51852,-6.81818,9.7561,4.44445,-6.38298,18.18182,48.07692,-24.67533,-6.89655,16.66667,-12.69841,-16.36364,19.56522,-14.54545,4.25532,-2.04082,-2.08333,-12.76596,17.07317,-12.5,0,-2.38095,-2.43902,17.5,25.53192,64.40678,13.40206,-40,3.0303,0,-4.41177,-13.84615,-10.71429,-2,-4.08163,44.68085,17.64706,-17.5,-10.60606,15.25424,-2.94118,-9.09091,-3.33333,1.72414,-5.08475,0,-17.85714,-4.34783,-9.09091,20,-6.25,-6.66667,-7.14286,0,5.12821,34.14634,-12.72727,45.83333,30,-15.38461,22.75453,78.04878,-2.0548,-22.37762,5.51102,35.04274,-1.26582,-20.51282,20.96774,22.66667,30.97826,0.41494,-6.61157,24.77876,-12.76596,-17.88618,-5.44555,-16.75393,-11.32076,-2.12766,6.52174,26.53061,23.65591,0.43478,-15.15152,-13.26531,5.29412,-10.05587,13.6646,-10.38251,26.82927,10.09615,-10.91703,8.82353,-44.14415,27.41936,-6.96203,-6.80272,0
ALS Ltd,ALQ,0,4.67706,1.48936,-5.66038,1.11111,3.95604,1.08696,-1.29032,2.39651,3.19149,3.09278,4.64156,5.94059,0.3861,-1.92308,-6.86275,8.21053,1.75097,7.64706,3.82514,2.63158,11.26484,-14.73335,3.6036,-7.47826,-2.91262,-4,2.08333,-3.26531,-1.05485,-4.38597,4.81651,-3.71991,-1.36364,7.37327,6.00858,-0.40486,13.68421,-0.18519,6.30798,8.20244,-0.32258,0.33113,2.14522,-1.45396,0.32787,7.84314,-2.27273,5.27132,6.06061,1.14286,6.49718,10.2122,11.91336,18.20175,-11.22449,0.31348,-1.97917,-2.97556,6.24316,-0.61856,4.25532,2.55102,-1.89055,-1.62272,20.33755,0.55659,23.15498,2.24719,8.42491,-0.67568,6.12245,17.94872,-4.96963,8.0767,-4.30108,6.74157,13.21053,7.11258,1.58311,-0.47619,-3.87125,6.96833,15.05922,8.16177,-6.44828,-6.00811,15.29412,15.78231,-0.26439,-5.41667,-12.83826,1.04693,-10.68239,9.48,10.96091,-8.13303,-3.26007,32.71488,-8.41655,-25.04673,-16.87448,-9.45,-11.81147,-36.89633,38.77551,17.64706,23.125,7.61421,11.0628,5.00218,22.57664,2.1077,-1.86271,7.35714,-4.65735,1.18632,1.89655,0.77834,-4.73472,8.2129,2.32173,3.30632,3.7653,6.44088,8.4375,5.42311,-0.9851,8.0102,9.47095,-2.35167,1.2152,1.52805,0.74301,0.5423,-10.09709,10.75114,5.20043,2.86303,6.14411,14.15385,13.25809,1.99316,-15.19615,-4.4712,-13.54839,-12.04691,4.12121,7.91618,4.74649,13.68421,4.16667,4.08889,-10.58924,-6.49475,3.06435,-2.37859,-10.09223,8.36278,14.13043,-4.47619,-14.45663,5.00596,-9.76164,-4.5283,-3.42556,2.31924,19.33333,1.22905,-11.85102,-4.73752,-29.16667,6.83112,-10.47957,8.73016,-8.75233,16.53061,-13.13485,6.25,16.12903,-2.77778,-8.37607,-1.6791,-12.71347,11.95652,-23.5181,3.63881,-12.20159,12.38671,7.25807,17.29323,-13.46154,22.22222,4.29448,5.88235,10.37037,4.5302,-1.92616,-0.2455,-1.98676,2.02703,1.65563,1.79153,8,11.55556,-0.40268,7.4124,-1.88206,0.12788,-12.64368,3.40237,-0.28612,3.29986,3.05556,5.12129,-3.97436,1.86916,-1.19363,19.0604,0.78918,-8.72483,-9.92647,-6.35359,6.93215,8.68966,-3.6802,4.61133,-10.57934,5,-1.63488,6.23269,4.56323,0.62344,13.56877,1.43646,5.11983,-13.36788,-33.49282,22.48201,4.99266,-7.3986,29.42073,2.82686,5.49828,1.52009,3.04813,0.62827,3.7461,-0.90271,-2.02429,8.8843,17.45731,6.5105,-2.30061,0.15699,-0.54859,4.09772,-5.75322,6.32932,-10.3211,0.85251,13.27134,-2.23881,-2.36641,-15.1681,8.98876,2.23368,-14.87395,12.93189
Altium Ltd,ALU,46.62757,1,16.83168,-13.38983,-4.9505,8.33333,-3.19231,-2.46325,-17.82077,4,15.38461,9.35417,-4.74376,-4,-0.39583,-13.72098,7.84314,-28.40909,-16.8254,20.99237,-10.09464,-0.12351,-51.87038,-8.75912,-13.6,20.37037,12.30769,0,-9.72222,-10.76923,2.58621,-19.32773,-34.375,-19.04762,-6.86275,-7.36842,-11.36364,43.58974,12.5,0,-7.93651,-6.89655,-5.55556,-13.72549,-6.81818,1.21951,-1.20482,-4.87805,-7.69231,-4.16667,1.44928,-1.42857,-14.49275,1.69492,1.66667,24.59016,-10.52632,-14.70588,-13.7931,-6,-19.14894,13.1579,-4.65116,21.95122,-12,-2.27273,16.27907,10.929,8.17731,3.33333,22.58064,-5.26316,-16.66667,43.33333,9.30233,25.53192,49.09091,-2.43902,55,4.83871,-11.53846,-16.52174,30.20833,0.8,-0.79365,-16,-9.52381,1.34526,11.1365,-15.34653,-1.16959,-12.42604,-24.32432,5.35714,8.47458,1.5625,-15.38461,0,-9.09091,-22,86.49167,-11.11111,-16.66667,-10,-8.88889,2.43902,25,-20,-17.5,1.51515,1.49254,0,-26.47059,-4,4.16667,-8,19.56522,-12.72727,4.16667,-4,-8.33333,4.54546,-34.78261,36.66667,-17.07317,0,8.82353,-5.40541,-20,-25,-4.76191,0,-15,52.94118,-19.23077,14.28571,25,13.33333,-17.64706,7.14286,16.66667,34.28571,70.21277,-12.5,2.85714,27.77778,15.21739,63.20755,15.60694,26.31579,6.66667,-13.28125,-11.71171,35.71429,8.84615,11.66078,-14.55696,69.62963,13.53712,0.38462,0,-3.95257,-4.52675,8.62069,-3.96825,-1.23967,-4.68085,-1.78571,11.36364,1.22449,16.93548,5.86207,3.67893,6.45161,-0.60606,-8.53659,34,12.68657,16.85393,-8.84615,-6.54008,1.58014,-9.77778,15.51724,-2.38612,9.11111,-4.88798,5.35332,14.02439,6.95187,4.23729,4.22764,0.78003,13.46749,26.0573,0.75758,-14.87514,8.41837,-4.82353,-0.24722,-10.28501,6.49171,7.89474,3.17073,1.30024,2.10035,13.94286,9.62889,10.82331,9.68281,1.06545,14.68373,32.82994,-0.98863,2.11055,2.95276,7.60038,-9.37361,37.40196,-1.96218,-20.00731,3.56653,-4.19426,14.97696,32.26453,-1.57576,4.57921,-8.49112,10.57226,7.5731,-0.05436,-8.81153,-3.50825,11.4046,-3.15202,14.71774,-22.16922,-7.17532,19.44736,8.9019,-12.66469,1.13916,11.23288,-1.17679,3.5078,-4.67994,-4.09142,-9.56164,-14.57384,1.52323,12.0136,-4.6543,29.78422,-7.60425,-11.79941,19.49833,3.37838,15.03268,6.9839,-21.00022,-9.88796,6.7765,-3.71998,-12.5038,-6.43255,15.83055,17.93391,-5.63112,2.84636
Alumina Ltd,AWC,3.97941,3.34538,5.64547,-6.58169,-3.24062,-1.83051,5.75967,-3.8788,11.11413,0.65179,17.18555,-4.88842,7.03911,-9.78079,-1.68923,-5.24169,18.10126,1.17899,1.4089,0.28204,0,1.35417,-4.00822,4.99457,-5.99793,-7.92079,-7.64636,-7.68229,7.05219,9.61792,3.32404,-4.08163,-2.12766,-8.26087,6.60147,-1.37615,-5.34884,21.13022,4.55487,0.9901,16.86275,-1.00671,11.35593,-13.85084,-1.06007,-2.54546,-5.41045,5.12821,-0.93809,-1.70455,6.55106,3.49908,-2.13523,5.45455,2.41379,2.52525,0.65681,-2.32173,-2.71647,-3.83944,1.08893,4.12926,4.31035,2.68908,-5.23732,9.84456,16.66667,1.21294,-6.25832,6.77233,-3.37382,-7.5419,1.96375,-5.62963,1.25589,-2.51969,8.72375,-5.79495,0,1.89274,6.19195,8.45697,-2.05198,8.24022,0.51613,-6.29012,-3.28767,2.88184,-6.58263,-2.9985,-1.5456,-17.7394,25.38168,-11.62791,0.52632,-0.8726,-16.5493,-1.89873,6.64233,-26.66556,-30.94463,-40.09434,9.44882,-17.98561,5.70176,6.22407,34.63791,-9.39597,7.03704,18.3391,-2.33918,9.58084,-8.46995,-8.0597,19.48052,-16.30435,-0.97403,14.61794,-9.56522,7.69231,-9.22619,1.63934,12.08542,5.53936,12.1547,-1.97044,24.62312,-4.03226,1.65672,3.36135,-8.13008,2.21239,-8.65801,3.31754,-17.94106,-15.90909,0,-8.44595,-17.71218,14.79821,9.21945,-9.85401,-6.07288,-15.08621,-19.79696,-13.92405,8.82353,14.86487,13.52941,-1.5544,-5.26316,22.77778,11.76471,-10.12146,-13.06306,7.25389,-4.83092,-1.52284,4.12371,1.48515,0.4878,-1.45631,9.85222,14.34978,0.39216,-6.64063,12.97071,5.55556,-5.26316,18.88889,-3.42679,9.35484,-3.83481,2.45399,7.48503,8.07799,-5.15464,-11.65924,-3.73832,14.56311,-13.55932,-2.94118,-7.46229,-14.12214,-3.55556,3.68664,2.66667,-10.38961,29.95169,-1.50892,15,-5.35117,-8.48057,2.3166,3.28626,9.77444,8.21918,4.74684,10.57402,6.01093,-4.89691,-0.79339,2.7933,4.34783,0,-1.04167,14.35653,3.77359,6.36364,-5.12821,9.45946,-0.82305,-2.51867,5.8296,11.86441,1.51515,4.47761,1.07143,5.90438,-3.81944,-7.94224,-12.54902,3.13901,5.65217,13.00399,-5.09804,-7.43802,6.69643,-2.51046,0.42918,-4.47492,9.21659,-4.21941,1.76212,-0.4329,-5.21739,-8.46018,-24.74227,18.83562,-14.40922,9.42761,-6.46154,5.78572,-12.42038,4.36364,21.95122,4.85714,-7.62943,-2.20797,7.40741,-0.57471,-0.86705,-4.08163,1.51976,9.37024,17.97753,-5.2381,-9.799,3.89972,1.07239,6.8435,1.77215,-9.95025,-6.07735,-13.82353,5.11945,2.34792,-16.50165,6.71937
